id,episode,scene,characters,dialogue
1160,6,201,"Yuu Matsuura","Oye, ahora que caigo"
1161,6,201,"Yuu Matsuura","¿Cómo te enteraste de este partido?"
1162,6,201,"Arimi Suzuki","Pues porque te enfrentas contra mi instituto"
1163,6,201,"Arimi Suzuki","Shakaki Kawe"
1164,6,201,"Yuu Matsuura","Vaya, claro"
1165,6,201,"Yuu Matsuura","Fíjate que no sabía ni contra quién iba a jugar"
1166,6,201,"Yuu Matsuura","Shakaki Kawe"
1167,6,201,"Yuu Matsuura","No estará él, ¿verdad?"
1168,6,201,"Arimi Suzuki","Sí, juegas contra él"
1169,6,201,"Miki Koishikawa","¿Quién es ese?"
1170,6,202,"Ginta Suou","Eh, ¿Matsuura, se puede saber que haces?"
1171,6,202,"Ginta Suou","Tendrías que estar practicando tu servicio ahora mismo, acaban de llegar nuestros rivales"
1172,6,202,"Yuu Matsuura","No estoy para eso"
1173,6,202,"Ginta Suou","¿Pero qué demonios dices?"
1174,6,202,"Yuu Matsuura","Cierto es que tu equipo hay una persona que me la tiene jurada"
1175,6,202,"Yuu Matsuura","Estábamos en la misma escuela de secundaria"
1176,6,202,"Yuu Matsuura","Y también pertenecía al club de tenis"
1177,6,202,"Yuu Matsuura","Y como nunca pudo ganarme y acabo desarrollando un odio feroz hacia mí"
1178,6,203,"Ginta Suou","Eso me resulta familiar"
1179,6,204,"Yuu Matsuura","Y además cuando estábamos en octavo yo salía con una chica que le gustaba a él"
1180,6,204,"Yuu Matsuura","Pero no le hacía caso"
1181,6,204,"Yuu Matsuura","Así que me odio todavía más"
1182,6,204,"Ginta Suou","¿Pero tú tenías novia?"
1183,6,204,"Yuu Matsuura","Esta es, pero ya rompimos"
1184,6,204,"Arimi Suzuki","Arimi Suzuki"
1185,6,204,"Ginta Suou","Hola, soy Ginta Suou"
1186,6,204,"Yuu Matsuura","Sea como sea, lo último que quiero es volver a verle"
1187,6,204,"Ginta Suou","Oye Matsuura, ¿ese tipo no se llamara?"
1188,6,204,"Yuu Matsuura","Tsutomu Rokutanda"
1189,6,204,"Ginta Suou","Tsutomu Rokutanda"
1190,6,204,"Yuu Matsuura","¿Le conoces Ginta?"
1191,6,204,"Yuu Matsuura","Supongo que ese es el chico contra el que no querías perder, ¿verdad?"
1192,6,205,"Tsutomu Rokutanda","Cuánto tiempo sin vernos Yuu"
1193,6,205,"Tsutomu Rokutanda","Tenía ganas de verte"
1194,6,205,"Yuu Matsuura","Pues yo, ninguna en absoluto"
1195,6,205,"Tsutomu Rokutanda","He esperado con impaciencia que llegase este día, desde que me enteré de que tú ibas a ser la pareja de Ginta"
1196,6,205,"Tsutomu Rokutanda","Hoy os derrotaré a los dos completamente"
1197,6,205,"Yuu Matsuura","Vaya, que simpático como siempre"
1198,6,205,"Yuu Matsuura","Qué horror"
1199,6,205,"Tsutomu Rokutanda","Ah, ¡Arimi!"
1200,6,205,"Tsutomu Rokutanda","¿Has venido a animarme?"
1201,6,205,"Arimi Suzuki","A ti no, he venido a animar a Yuu"
1202,6,205,"Tsutomu Rokutanda","¿Qué me dices? Creía que habíais roto"
1203,6,205,"Arimi Suzuki","No es asunto tuyo"
1204,6,205,"Arimi Suzuki","Oye, te he rechazado durante mucho tiempo, ¿no? No me interesas lo más mínimo, déjame en paz de una vez"
1205,6,205,"Tsutomu Rokutanda",¡Arimi!
1206,6,205,"Miki Koishikawa","Calla Ginta, ¡te estás pasando!"
1207,6,205,"Ginta Suou","Don orgullo se ha visto rechazado"
1208,6,205,"Ginta Suou","Que patético"
1209,6,205,"Tsutomu Rokutanda","Cierra el pico de una vez, ¿quieres?, no haces más que decir estupideces"
1210,6,205,"Ginta Suou","Diré lo que me de la gana"
1211,6,205,"Yuu Matsuura","Perdonad que os interrumpa"
1212,6,205,"Yuu Matsuura","¿De qué os conocéis?"
1213,6,205,"Ginta Suou","¡Somos primos!"
1214,6,205,"Tsutomu Rokutanda","¡Somos primos!"
1215,6,205,"Miki Koishikawa","¿Sois primos?"
1216,6,205,"Ginta Suou","Eso es"
1217,6,205,"Ginta Suou","Y como tenemos la misma edad siempre nos han estado comparando"
1218,6,205,"Ginta Suou","Somos rivales en todo"
1219,6,205,"Yuu Matsuura","Si qué os parecéis"
1220,6,205,"Ginta Suou","¡Ni hablar!"
1221,6,205,"Tsutomu Rokutanda","¡Ni hablar!"
1222,6,205,"Yuu Matsuura","Qué va, ¡para nada!"
1223,6,206,"Yuu Matsuura","Solo en que pensáis en vosotros mismos, y no os importa meter a los demás en problemas"
1224,6,207,"Miki Koishikawa","Vaya, así que este chico es el primo de Ginta, que está enamorado de Arimi"
1225,6,207,"Miki Koishikawa","Qué pequeño es el mundo"
1226,6,208,"Miki Koishikawa","Oye, eres su primo, entonces tú eres el que compro un recuerdo en Wimbledon para mí de parte de Ginta"
1227,6,208,"Tsutomu Rokutanda","Ah, y tú eres la chica a la que se lo dio, ¿verdad?"
1228,6,208,"Tsutomu Rokutanda","Claro, así que sí, tú eres a la que Ginta le dio calabazas, a pesar de que estaba loco por ella"
1229,6,208,"Ginta Suou",¡Idiota!
1230,6,209,"Miki Koishikawa","¡De donde ha salido tanta gente de repente!"
1231,6,209,"Miki's friend","Se está refiriendo a tu carta de amor en secundaria"
1232,6,209,"Miki's friend","Así que Ginta sí que te quería"
1233,6,209,Student,"No lo entiendo, ¿pero no está saliendo ahora con Matsuura?"
1234,6,209,"Miki Koishikawa","Dios mío, que hago"
1235,6,210,"Miki Koishikawa","Ginta ¿Por qué se lo contaste? Te odio"
1236,6,211,"Ginta Suou",¡Cállate!
1237,6,211,"Ginta Suou","Al menos ella sí que me quiso, entiendes"
1238,6,211,"Ginta Suou","No como a ti que no te hace ni caso, estúpido"
1239,6,211,"Tsutomu Rokutanda","Repite eso"
1240,6,212,"Yuu Matsuura","Menudo consuelo más idiota"
1241,6,213,Namura,"Eh venga venid aquí, vamos a empezar"
1242,6,213,"Ginta Suou",Si
1243,6,214,"Tsutomu Rokutanda","Ahora verás, lo resolveremos en el partido"
1244,6,214,"Ginta Suou","¡Como quieras!"
1245,6,214,"Tsutomu Rokutanda","Matsuura, tú y yo, también tenemos una cuenta pendiente"
1246,6,214,"Tsutomu Rokutanda","Nos toca a nosotros elegir"
1247,6,214,"Tsutomu Rokutanda","Preferimos sacar"
1248,6,214,"Ginta Suou","Bien, nosotros nos quedamos este campo"
1249,6,214,"Tsutomu Rokutanda","Pero un partido no es suficiente para resolverlo todo"
1250,6,214,"Tsutomu Rokutanda","¿Qué os parece algo especial?, como que el perdedor pida perdón de rodillas"
1251,6,214,"Yuu Matsuura","Ya estamos"
1252,6,214,"Ginta Suou","Yo tengo una idea mejor, quien pierda se rapara la cabeza"
1253,6,214,"Yuu Matsuura",¡¿Qué?!
1254,6,214,"Tsutomu Rokutanda","Está bien será como dices"
1255,6,214,"Yuu Matsuura","¿Será una broma?"
1256,6,214,"Ginta Suou","Tenemos que empezar el peloteo, venga"
1257,6,214,"Yuu Matsuura","Es una broma muy pesada"
1258,6,215,"Miki Koishikawa","Me he ido de ahí porque la gente me estaba atosigando"
1259,6,215,"Miki Koishikawa","Pero realmente estoy muy preocupada por el partido"
1260,6,215,"Miki Koishikawa","¿Qué estará pasando?"
1261,6,216,"Tennis Official","Fuera, juego y primer set para Sakaki"
1262,6,216,"Tennis Official","El marcador es 6-1"
1263,6,216,Namura,"¿Qué estará pasando? Ginta no es el mismo de siempre"
1264,6,216,"Ryoko Momoi","Ha fallado muchos tiros fáciles"
1265,6,216,"Ryoko Momoi","Sin embargo, Yuu lo está haciendo bastante bien"
1266,6,217,"Tsutomu Rokutanda","Están en el bote, lo que hay que hacer es tirar hacia Ginta para que él solito falle"
1267,6,217,"Tsutomu's friend","Van a acabar pelados"
1268,6,218,"Ginta Suou","Miki, ¿dónde estarás? Todavía no has vuelto"
1269,6,219,"Yuu Matsuura","Estamos listos"
1270,6,219,"Yuu Matsuura","Y todo porque Miki dijo que le odiaba"
1271,6,220,"Tennis Official","Empieza el segundo set"
1272,6,221,"Ryoko Momoi","Buen saque"
1273,6,222,"Ginta's friend","Vamos Ginta"
1274,6,223,"Miki's friend","Oh, esa era una bola muy fácil"
1275,6,223,"Miki's friend","Si Ginta no se recupera, será inútil seguir jugando"
1276,6,224,"Tsutomu Rokutanda","Está hecho polvo, ha bastado con que esa chica le gritase para hundirle"
1277,6,225,"Arimi Suzuki","Eh Tsutomu, como hagas que Yuu se pele al cero, no te volveré a hablar"
1278,6,226,"Tsutomu Rokutanda","Fijate en Ginta, Arimi puede decirme lo que quiera, que mis sentimientos no afectaran a mi juego"
1279,6,226,"Tsutomu Rokutanda","Yo sé controlarme muy bien"
1280,6,226,"Tsutomu Rokutanda","Si tú no eres capaz perderás el partido"
1281,6,227,"Tennis Official","¡Doble falta!"
1282,6,228,"Ginta Suou",Maldición
1283,6,229,"Yuu Matsuura","O queremos cambiar nuestro juego o vamos a perder el partido"
1284,6,229,"Yuu Matsuura","Y partir de ahora yo saco, tú no te preocupes en hacer un solo punto, simplemente no falles"
1285,6,229,"Ginta Suou","Te entiendo, perdona "
1286,6,230,"Ginta Suou","No tengo que fallar"
1287,6,231,"Tsutomu Rokutanda","Menuda volea más fácil, solo intentas no fallar"
1288,6,232,"Tennis Official","Juego ganado por Sakaki, marcador 4 a nada"
1289,6,233,"Arimi Suzuki",¡Miki!
1290,6,233,"Arimi Suzuki","¿Dónde te habías metido? Tienes que ir a animarles o están perdidos"
1291,6,233,"Miki Koishikawa","¿Es que es son muy buenos sus rivales?"
1292,6,233,"Arimi Suzuki","No es por eso, Ginta está jugando muy mal y está arrastrando a Yuu consigo"
1293,6,233,"Arimi Suzuki","Y si pierden tendrán que cortarse el pelo al cero"
1294,6,234,"Miki Koishikawa","Ginta, ¿que te sucede?, no estás como siempre"
1295,6,234,"Miki Koishikawa","¿Qué estás haciendo Ginta?"
1296,6,234,"Miki Koishikawa","¿Pero qué te pasa, estás tonto?"
1297,6,234,"Miki Koishikawa","Vamos hombre, ¡juega como tú sabes!"
1298,6,234,"Ginta Suou",Miki
1299,6,235,"Tennis Official","Juego y segundo set para Toryo, el marcador es cuatro a seis"
1300,6,236,"Arimi Suzuki","Está a punto de darme algo"
1301,6,237,"Yuu Matsuura","Suou, los dos próximos puntos son nuestros"
1302,6,238,"Ginta Suou","Vaya, pues sí que puede ponerse serio"
1303,6,239,"Tennis Official","Juego, Set y Partido para Toryo"
1304,6,240,"Tsutomu Rokutanda","Oh, he perdido"
1305,6,241,"Ginta Suou","Ah, no hay nada que sepa mejor que una bebida fresca tras la victoria"
1306,6,241,"Yuu Matsuura","Es verdad"
1307,6,241,"Ginta Suou","Pero ha sido un partido muy difícil"
1308,6,241,"Ginta Suou","Por un momento, pensé que lo íbamos a perder"
1309,6,241,"Yuu Matsuura",Cierto
1310,6,241,"Yuu Matsuura","Al principio no dabas una derecha, tío"
1311,6,241,"Yuu Matsuura","Pero lograste recuperarte"
1312,6,241,"Yuu Matsuura","Buen trabajo"
1313,6,241,"Ginta Suou","Sabes, se me hace raro que me felicites, al fin y al cabo dijiste que me ignorabas"
1314,6,241,"Yuu Matsuura","Era mentira"
1315,6,241,"Yuu Matsuura","Mentí cuando dije que te ignoraba"
1316,6,241,"Yuu Matsuura","Es imposible que pueda ignorarte"
1317,6,241,"Yuu Matsuura","No, si te gusta Miki"
1318,6,241,"Ginta Suou","Ya, entonces a ti Miki"
1319,6,241,"Ginta Suou","Eh, espera, Matsuura, ¡tienes que responderme!"
1320,6,241,"Ginta Suou","No quieras evitar con una sonrisa la pregunta, respóndeme de una vez"
1321,6,241,"Ginta Suou",¡Matsuura!
1322,6,242,"Miki Koishikawa","Después de todo, nuestro instituto ha ganado por tres a dos, os habéis portado muy bien ¡felicidades!"
1323,6,242,"Ginta Suou",¡Gracias!
1324,6,242,"Ginta Suou",¡Tsutomu!
1325,6,242,"Ginta Suou","Eh, ¿No te olvidarás de nuestro pacto, verdad?"
1326,6,242,"Tsutomu Rokutanda","Descuida, no lo haré"
1327,6,242,"Yuu Matsuura","Pero ya sabes, no basta con que te cortes el pelo"
1328,6,242,"Yuu Matsuura","Quiero que te afeites la cabeza como un monje budista"
1329,6,242,"Ginta Suou","Oh si, que así estará bien, que guapo"
1330,6,243,"Tsutomu Rokutanda",Arimi
1331,6,244,"Miki Koishikawa","Arimi, ¿qué querrá? ¿Vendrá a buscar a Yuu?"
1332,6,245,"Arimi Suzuki","Hola Ginta, te esperaba, sabes, no he podido evitar enamorarme de ti, viéndote jugar, te apetecería venir conmigo a tomar algo y a charlar"
1333,6,245,"Arimi Suzuki","Bueno chicos, hasta la vista"
1334,6,245,"Ginta Suou","Eh, espera un momento"
1335,6,246,"Tsutomu Rokutanda","¿Pero qué es esto?"
1336,6,247,"Miki Koishikawa","¿A Arimi le gusta Ginta?"
1337,6,248,"Ginta Suou","Eh, un momento, ¡no vayas tan rápido!"
1338,7,249,"Miki Koishikawa","¿Pero, qué es lo que intenta Arimi?"
1339,7,249,"Miki Koishikawa","¿Ha cambiado tan de repente a Yuu por Ginta en su corazón?"
1340,7,249,"Miki Koishikawa","A Ginta no parecía disgustarle"
1341,7,249,"Miki Koishikawa","No sé lo que pensar"
1342,7,249,"Miki Koishikawa","Para colmo nos vamos mañana de excursión con la clase"
1343,7,249,"Miki Koishikawa","Menudo lío"
1344,7,250,"Yuu Matsuura","Bueno yo me voy"
1345,7,250,"Miki Koishikawa",¡Espera!
1346,7,250,"Jin Koishikawa",Hokkaido
1347,7,250,"Youji Matsuura","Eso suena muy bien"
1348,7,250,"Jin Koishikawa","¿Así que pensáis pasar allí tres días enteros?"
1349,7,250,"Youji Matsuura","Dicen que lo mejor de Hokkaido, es la comida"
1350,7,250,"Jin Koishikawa","Tienes razón, eso es verdad, tráenos una langosta por favor"
1351,7,250,"Rumi Matsuura","Pues yo prefiero algunos dulces"
1352,7,250,"Chiyako Koishikawa","Sí, y para mí, pasta típica"
1353,7,250,"Yuu Matsuura","Me largo, adiós"
1354,7,250,"Miki Koishikawa","Eh, ¡Espera un momento!"
1355,7,251,"Miki Koishikawa","¡Que bien! Sabes, esta es la primera vez que voy a Hokkaido"
1356,7,251,"Meiko Akizuki","Será la primera vez que visite Hokkaido"
1357,7,251,"Miki Koishikawa","Que bien que tú y yo estemos en el mismo grupo"
1358,7,251,"Meiko Akizuki","Lo único malo es que Yuu y Ginta no lo están"
1359,7,252,"Miki Koishikawa","No sé, creo que es mejor así"
1360,7,252,"Miki Koishikawa","Si estuviéramos en el mismo grupo no podría disfrutar bien del viaje"
1361,7,253,Namura,"Atención, 1º B conmigo"
1362,7,254,"Miki Koishikawa",Si
1363,7,254,"Meiko Akizuki",Si
1364,7,255,"Miki Koishikawa","Al fin hemos llegado, ya estamos en Hokkaido"
1365,7,255,Namura,"El grupo de 1º B dejar el equipaje en vuestra habitación y os esperaremos en la puerta del hotel"
1366,7,255,"Miki Koishikawa","¡De acuerdo!"
1367,7,256,"Miki Koishikawa","¿A dónde vamos en primer lugar?"
1368,7,256,"Meiko Akizuki","Vayamos a Goryokaku"
1369,7,256,Student,"¿Pero antes, porque no vamos en tranvía?"
1370,7,257,"Miki Koishikawa","No pienso perder el tiempo sintiéndome deprimida"
1371,7,257,"Miki Koishikawa","Tengo que disfrutar a tope de este viaje, voy a pasármelo bien para quitarme de la cabeza todo lo que me ha pasado"
1372,7,257,"Miki Koishikawa","El Goryokaku tiene forma de estrella"
1373,7,257,"Miki Koishikawa",Impresionante
1374,7,257,"Miki Koishikawa","Una tiendas de recuerdos"
1375,7,257,"Miki Koishikawa","Fíjate qué cosas más bonitas, camisetas, dulces, figurillas"
1376,7,257,"Miki Koishikawa","¿Y eso? Son tarjetas telefónicas"
1377,7,257,"Miki Koishikawa","¡Mira esta!"
1378,7,257,"Miki Koishikawa","¿No se habrán ido todos de repente?"
1379,7,257,"Miki Koishikawa","Al menos podían haberme avisado"
1380,7,257,"Miki Koishikawa","No puede ser, no están, ¿Qué hago ahora?"
1381,7,257,"Miki Koishikawa","No te pongas nerviosa, sé donde pensaban ir después, así que les acabaré alcanzado en el otro edificio"
1382,7,258,"Yuu Matsuura","Eh, Miki"
1383,7,258,"Miki Koishikawa","¡Yuu! ¿Has visto por casualidad a alguien de mi grupo?"
1384,7,258,"Yuu Matsuura","No me he encontrado con nadie"
1385,7,258,"Miki Koishikawa","¿Qué? Que extraño"
1386,7,258,"Miki Koishikawa","Si me han dicho que iban a venir por aquí"
1387,7,258,"Miki Koishikawa","Ah, claro, ¿es que acaso he llegado demasiado pronto?"
1388,7,258,"Yuu Matsuura","¿Qué pasa?"
1389,7,258,"Yuu Matsuura","¿Es que te has perdido?"
1390,7,258,"Miki Koishikawa","Eso me temo"
1391,7,259,"Ginta Suou",¡Miki!
1392,7,259,"Ginta Suou","¿Qué ha pasado?"
1393,7,259,"Yuu Matsuura","No sabe dónde están los de su grupo"
1394,7,259,"Ginta Suou",Ah
1395,7,260,"Miki Koishikawa","Ya estamos otra vez"
1396,7,261,"Miki Koishikawa","No os preocupéis, creo que iré a buscarlos por ahí, adiós"
1397,7,261,"Ginta Suou",¡Miki!
1398,7,262,"Arimi Suzuki","¡Hola guapo!"
1399,7,262,"Ginta Suou","¿Pero se puede saber que estás haciendo aquí?"
1400,7,262,"Arimi Suzuki","He venido de excursión con el instituto, ¡menuda casualidad!"
1401,7,262,"Arimi Suzuki","Jamás se me hubiera pasado por la cabeza que fuera encontrarte aquí en Hokkaido"
1402,7,262,"Arimi Suzuki","Eso es cosa del destino, ¿no crees?"
1403,7,263,"Miki Koishikawa","Que estupideces que dice la tonta esta"
1404,7,264,"Arimi Suzuki","¡Hola Yuu!"
1405,7,264,"Arimi Suzuki","Miki no me he dado cuenta de que estabas aquí"
1406,7,264,"Miki Koishikawa","Pues estoy"
1407,7,265,"Yuu Matsuura","Ven, que estamos molestando"
1408,7,265,"Miki Koishikawa","Pero, no podemos"
1409,7,266,"Ginta Suou","¡Esperad, yo también voy!"
1410,7,266,"Arimi Suzuki","¿A dónde vas? Ahora que te he encontrado, Anda Ginta porque no escapamos de nuestro grupo"
1411,7,266,"Arimi Suzuki","Y nos perdemos los dos solos por ahí"
1412,7,266,"Ginta Suou","Es que no podemos"
1413,7,266,"Arimi Suzuki","Venga vayamos a tomar una taza de té"
1414,7,266,"Ginta Suou","De verdad me gustaría, pero no puedo Suzuki"
1415,7,266,"Miki Koishikawa","¡Oye rica, eres una pesada!"
1416,7,266,"Miki Koishikawa","¡Dejale en paz!"
1417,7,266,"Miki Koishikawa","¡¿No ves que le molestas?!"
1418,7,266,"Arimi Suzuki","Oye a ti qué te importa"
1419,7,266,"Arimi Suzuki","Ah, claro a ti te sigue gustando Ginta"
1420,7,266,"Miki Koishikawa","¡No digas tonterías!"
1421,7,266,"Arimi Suzuki","Si, tonterías"
1422,7,266,"Yuu Matsuura","Pero si Arimi está aquí con su clase, también estará"
1423,7,267,"Tsutomu Rokutanda",¡Ginta!
1424,7,267,"Tsutomu Rokutanda","¡Aléjate ahora mismo de ella!"
1425,7,267,"Yuu Matsuura","Vaya, así que has pagado la apuesta"
1426,7,267,"Ginta Suou","Estás muy guapo"
1427,7,267,"Ginta Suou","Ese peinado te va"
1428,7,267,"Miki Koishikawa","Es verdad"
1429,7,267,"Tsutomu Rokutanda","Bueno da igual como se tenga el pelo cuando uno es tan atractivo"
1430,7,267,"Tsutomu Rokutanda","Pero este, no es el final de la historia"
1431,7,267,"Tsutomu Rokutanda","Quiero que juguemos la revancha"
1432,7,267,"Yuu Matsuura","De eso nada"
1433,7,267,"Tsutomu Rokutanda","Sois unos cobardes"
1434,7,267,"Yuu Matsuura","¡Qué pesado!"
1435,7,268,"Tsutomu Rokutanda","Ginta, tú qué opinas"
1436,7,268,"Tsutomu Rokutanda",¡Arimi!
1437,7,268,"Tsutomu Rokutanda",¡Ginta!
1438,7,268,"Tsutomu Rokutanda","¡Donde estáis!"
1439,7,269,"Miki Koishikawa","Pero Ginta se ha ido con Arimi"
1440,7,270,"Meiko Akizuki",¡Miki!
1441,7,270,"Miki Koishikawa",¡Meiko!
1442,7,270,"Meiko Akizuki","Así que estabas aquí, menos mal, te hemos estado esperando en la primera planta de la Torre"
1443,7,270,"Miki Koishikawa","Ah, era eso"
1444,7,271,"Meiko Akizuki","Así que Ginta está con Arimi"
1445,7,271,"Miki Koishikawa","Arimi se lo estaba ligando y me parecía que a él no le importaba nada"
1446,7,271,"Miki Koishikawa","Y ya no se acuerda, menuda cara tiene"
1447,7,271,"Meiko Akizuki","Miki, ¿no será que estas celosa?"
1448,7,271,"Miki Koishikawa","Que va, es que me pone enferma su mal comportamiento"
1449,7,271,"Meiko Akizuki","¿Solo eso?"
1450,7,271,"Miki Koishikawa","Solo eso"
1451,7,272,"Miki Koishikawa","Es solo por eso, ¿verdad?"
1452,7,273,"Arimi Suzuki","Por fin hemos escapado"
1453,7,273,"Ginta Suou","Eso parece"
1454,7,273,"Arimi Suzuki","¿Has montado ya en el teleférico?"
1455,7,273,"Ginta Suou","No, todavía no"
1456,7,273,"Arimi Suzuki","Por la noche, la vista es preciosa"
1457,7,273,"Ginta Suou","Ah, ¿de verdad?"
1458,7,273,"Arimi Suzuki","Oye Ginta, haz el favor de no tratarme como si fuera tu madre"
1459,7,273,"Arimi Suzuki","Estamos en el mismo curso trato de con normalidad"
1460,7,273,"Ginta Suou","¡Ah!, perdona"
1461,7,273,"Ginta Suou","No quería"
1462,7,273,"Ginta Suou","Lo siento"
1463,7,273,"Arimi Suzuki","Sigues con esas, pues tu mismo"
1464,7,274,"Ginta Suou","Menudo carácter"
1465,7,274,"Ginta Suou","Tiene mucho orgullo"
1466,7,274,"Ginta Suou","Pero no puedo quedarme callado"
1467,7,274,"Ginta Suou","Debo decírselo claramente"
1468,7,275,"Ginta Suou","Perdona, pero es que tienes que saber qué"
1469,7,275,"Ginta Suou","Yo quiero a otra chica, ¡eso es!"
1470,7,275,"Ginta Suou","Así que no puedo salir contigo ¿entiendes?"
1471,7,275,"Arimi Suzuki","Para el carro, pero qué te has creído"
1472,7,275,"Arimi Suzuki","Yo solamente quiero a Yuu"
1473,7,275,"Ginta Suou","Pero, ¿entonces por qué?"
1474,7,275,"Arimi Suzuki","No vistes la cara de Miki"
1475,7,275,"Ginta Suou","Estaba bastante violenta"
1476,7,275,"Ginta Suou","Parecía enfadada"
1477,7,275,"Arimi Suzuki","Claro, eso es"
1478,7,275,"Arimi Suzuki","Miki estaba celosa de mí ¿entiendes?"
1479,7,275,"Arimi Suzuki","Lo que quiere decir que todavía le gustas, ¿te das cuenta?"
1480,7,275,"Arimi Suzuki","Si una no le interesa un chico no tiene que enfadarse porque ese tipo salga con otra"
1481,7,275,"Ginta Suou","¿Tú crees eso?"
1482,7,275,"Arimi Suzuki","Pienso que a Miki le interesa Yuu, pero que todavía siente algo por ti porque tú le gustabas antes"
1483,7,275,"Ginta Suou","Así que si cree que otra chica se te acerca se sentirá ofendida y los celos harán que se lancen en tus brazos"
1484,7,275,"Ginta Suou","Sin pensarlo"
1485,7,275,"Arimi Suzuki","Es lo mismo que cuando algo a lo que antes no prestabas atención acaba en manos de otro, que enseguida quieres recuperarlo"
1486,7,275,"Ginta Suou","Claro, creo que llevas razón"
1487,7,275,"Arimi Suzuki","Asi que tenemos que fingir que salimos juntos"
1488,7,275,"Arimi Suzuki","¿Probamos a ver?"
1489,7,276,"Ginta Suou","Suzuki, hacerles creer que tú y yo estamos saliendo juntos no va a resultar nada fácil"
1490,7,276,"Arimi Suzuki","Podemos esperar a ver qué pasa"
1491,7,277,"Ginta Suou","Es verdad"
1492,7,277,"Ginta Suou","Si me quedo quieto y no hago nada será como entregársela a Matsuura"
1493,7,277,"Ginta Suou","Que vive en su misma casa"
1494,7,278,"Ginta Suou","Tal vez Yuu también sienta celos si nos ve juntos y quiera volver a tu lado"
1495,7,278,"Arimi Suzuki","Eso no pasará nunca"
1496,7,278,"Arimi Suzuki","Yuu nunca siente celos de nadie"
1497,7,279,"Ginta Suou","No me había dado cuenta ahora que la veo de cerca es bastante guapa"
1498,7,279,"Ginta Suou","No sé cómo pudo dejar a una chica tan mona los chicos con éxito se portan de un modo diferente a chicos normales"
1499,7,280,"Arimi Suzuki","Pero de todos modos me vendrá muy bien que tú y Miki acabéis juntos porque me libraré de una rival"
1500,7,280,"Arimi Suzuki","¿Entonces qué te parece?"
1501,7,280,"Arimi Suzuki","¿Hay trato?"
1502,7,280,"Ginta Suou",Vale
1503,7,281,"Miki Koishikawa","Ginta, ¿a donde irías con Arimi?"
1504,7,282,"Yuu Matsuura","Oye Miki, ¿Por qué no te vienes a montar en el teleférico?"
1505,7,282,"Miki Koishikawa","La verdad es que ya habíamos planeado ir a comprar algunos recuerdos"
1506,7,282,"Meiko Akizuki","Bueno, podemos hacerlo más tarde"
1507,7,282,"Meiko Akizuki","Vayamos con él, de noche la amistad debe ser preciosa"
1508,7,283,"Miki Koishikawa","Pues, a que esperamos"
1509,7,283,"Miki Koishikawa","¡Es preciosa!"
1510,7,283,"Miki Koishikawa","¿Si hago una foto, creéis que saldrá toda?"
1511,7,283,"Miki Koishikawa","Mirad, Nachan y la señorita Ryoko"
1512,7,284,"Ryoko Momoi","Shimokita, es aquella luz de ahí, ¿verdad?"
1513,7,284,Namura,Si
1514,7,284,"Ryoko Momoi","Sí, qué bonito es"
1515,7,284,"Ryoko Momoi","Cuando estuvimos aquí con la universidad no vimos nada por culpa de la lluvia"
1516,7,284,Namura,"Sí, es verdad"
1517,7,285,"Miki Koishikawa","Eso dos, ¡hacen muy buena pareja!"
1518,7,286,"Miki Koishikawa","Y mañana llegaremos a Sapporo por fin"
1519,7,286,"Meiko Akizuki","Tiene tiendas interesantes para ir por la tarde, déjame eso a mí"
1520,7,287,"Miki Koishikawa","No he hablado con Ginta, desde que se fue con Arimi"
1521,7,287,"Miki Koishikawa","Creo que me está evitando"
1522,7,288,"Meiko Akizuki","Vayamos a la calle de la Mora"
1523,7,288,"Yuu Matsuura","¿Qué os parece el Jardín Botánico?"
1524,7,288,"Ginta Suou","El Parque de la avenida mayor, tenemos que ir ahi"
1525,7,288,"Yuu Matsuura","¿Y eso porque? ¿Tiene algo especial?"
1526,7,288,"Ginta Suou","Bueno hay una torre, y me han dicho que la vista desde ahí es preciosa"
1527,7,288,"Yuu Matsuura","Bueno, pues también podríamos ir"
1528,7,289,Student,"Atentas al pajarito, ¡sonreíd!"
1529,7,289,"Meiko Akizuki","¿Dónde queréis que vayamos?"
1530,7,289,Student,"A ver"
1531,7,289,"Miki Koishikawa","Vayamos al parque de la avenida mayor"
1532,7,289,Student,"Si, ¡vamos!"
1533,7,289,"Miki's friend","Es genial"
1534,7,289,"Miki's friend","Es increíble"
1535,7,290,"Yuu Matsuura","¿Qué le pasa a Ginta? Quería venir aquí y ahora no se está quieto"
1536,7,291,"Arimi Suzuki","Ginta cariño, ¿has esperado mucho?"
1537,7,291,"Arimi Suzuki","Me ha sido muy difícil escaparme"
1538,7,291,"Arimi Suzuki","Bien ¿a dónde vamos?"
1539,7,291,"Ginta Suou","Bien, a donde sea"
1540,7,292,"Arimi Suzuki","No estés tan nervioso, compórtate como si fueras mi novio"
1541,7,292,"Ginta Suou","Pero si aquí no está Miki"
1542,7,292,"Ginta Suou","Para qué nos sirve actuar"
1543,7,292,"Arimi Suzuki","Zoquete, nos sirve para que la gente nos vea y empiece a rumorear que estamos saliendo juntos"
1544,7,292,"Ginta Suou","Ah, ¿si?"
1545,7,292,"Arimi Suzuki","Venga, venga, nos vamos de aquí"
1546,7,293,Student,"Nosotros iremos al centro comercial"
1547,7,293,"Meiko Akizuki","Entonces nos vemos aquí dentro de media hora"
